Year,NOC,ID,Gold,Silver,Bronze,Female_Gold,Female_Silver,Female_Bronze,Male_Gold,Male_Silver,Male_Bronze
2000,JPN,JPN2000,5,7,6,2,5,6,3,2,0
2000,KAZ,KAZ2000,3,4,0,1,0,0,2,4,0
2000,KEN,KEN2000,2,4,1,0,1,0,2,3,1
2000,KGZ,KGZ2000,0,0,1,0,0,0,0,0,1
2000,KOR,KOR2000,8,13,7,4,5,2,4,8,5
2000,KSA,KSA2000,0,1,1,0,0,0,0,1,1
2000,KUW,KUW2000,0,0,1,0,0,0,0,0,1
2000,LAT,LAT2000,1,1,1,0,0,0,1,1,1
2000,LTU,LTU2000,2,2,1,1,2,0,1,0,1
2000,MAR,MAR2000,0,2,3,0,1,0,0,1,3
2000,MDA,MDA2000,0,1,1,0,0,0,0,1,1
2000,MEX,MEX2000,1,2,3,1,0,0,0,2,3
2000,MKD,MKD2000,0,0,1,0,0,0,0,0,1
2000,MOZ,MOZ2000,1,0,0,1,0,0,0,0,0
2000,NED,NED2000,12,3,10,7,1,7,5,2,3
2000,NGR,NGR2000,1,0,2,0,0,2,1,0,0
2000,NOR,NOR2000,4,2,4,2,1,2,2,1,2
2000,NZL,NZL2000,1,1,2,0,1,0,1,0,2
2000,POL,POL2000,6,4,4,2,1,2,4,3,2
2000,POR,POR2000,0,1,1,0,1,0,0,0,1
2000,PRK,PRK2000,0,1,3,0,1,1,0,0,2
2000,QAT,QAT2000,0,0,1,0,0,0,0,0,1
2000,ROU,ROU2000,11,6,8,8,5,5,3,1,3
2000,RSA,RSA2000,0,2,3,0,1,1,0,1,2
2000,RUS,RUS2000,32,22,35,12,9,15,20,13,20
2000,SCG,SCG2000,1,0,2,0,0,1,1,0,1
2000,SLO,SLO2000,2,0,0,0,0,0,2,0,0
2000,SRI,SRI2000,0,0,1,0,0,1,0,0,0
2000,SUI,SUI2000,1,4,4,1,1,3,0,3,1
2000,SVK,SVK2000,1,1,3,0,0,2,1,1,1
2000,SWE,SWE2000,4,5,3,1,2,2,3,3,1
2000,THA,THA2000,1,1,1,0,1,0,1,0,1
2000,TPE,TPE2000,0,3,2,0,3,1,0,0,1
2000,TTO,TTO2000,0,1,1,0,0,0,0,1,1
2000,TUR,TUR2000,3,1,1,0,1,0,3,0,1
2000,UKR,UKR2000,3,11,9,2,4,3,1,7,6
2000,URU,URU2000,0,1,0,0,0,0,0,1,0
2000,USA,USA2000,36,33,22,16,16,7,20,17,15
2000,UZB,UZB2000,1,1,2,0,0,0,1,1,2
2000,VIE,VIE2000,0,0,1,0,0,1,0,0,0
2004,ARG,ARG2004,2,3,1,0,3,0,2,0,1
2004,AUS,AUS2004,17,17,16,8,8,7,9,9,9
2004,AUT,AUT2004,2,3,2,1,0,1,1,3,1
2004,AZE,AZE2004,1,2,2,0,2,0,1,0,2
2004,BAH,BAH2004,1,1,0,1,1,0,0,0,0
2004,BEL,BEL2004,1,1,1,1,1,0,0,0,1
2004,BLR,BLR2004,2,6,5,1,3,2,1,3,3
2004,BRA,BRA2004,5,0,5,0,0,2,5,0,3
2004,BUL,BUL2004,2,4,6,1,3,0,1,1,6
2004,CAN,CAN2004,3,5,4,1,2,3,2,3,1
2004,CHI,CHI2004,2,0,1,0,0,0,2,0,1
2004,CHN,CHN2004,32,15,16,20,9,11,12,6,5
2004,CMR,CMR2004,1,0,0,1,0,0,0,0,0
2004,COL,COL2004,0,2,0,0,2,0,0,0,0
2004,CRO,CRO2004,1,2,2,0,0,0,1,2,2
2004,CUB,CUB2004,9,10,8,2,6,3,7,4,5
2004,CZE,CZE2004,1,3,5,0,2,2,1,1,3
2004,DEN,DEN2004,2,3,3,1,2,0,1,1,3
2004,DOM,DOM2004,1,0,0,0,0,0,1,0,0
2004,EGY,EGY2004,1,1,3,0,0,0,1,1,3
2004,ERI,ERI2004,0,0,1,0,0,0,0,0,1
2004,ESP,ESP2004,3,9,8,0,2,4,3,7,4
2004,EST,EST2004,0,1,2,0,0,0,0,1,2
2004,ETH,ETH2004,2,4,1,1,2,1,1,2,0
2004,FIN,FIN2004,0,2,0,0,0,0,0,2,0
2004,FRA,FRA2004,11,10,12,3,7,6,8,3,6
2004,GBR,GBR2004,9,11,10,3,6,4,6,5,6
2004,GEO,GEO2004,2,2,0,0,0,0,2,2,0
2004,GER,GER2004,13,16,20,7,8,8,6,8,12
2004,GRE,GRE2004,6,3,7,3,1,4,3,2,3
2004,HKG,HKG2004,0,1,0,0,0,0,0,1,0
2004,HUN,HUN2004,8,4,5,5,0,2,3,4,3
2004,INA,INA2004,1,0,3,0,0,1,1,0,2
2004,IND,IND2004,0,1,0,0,0,0,0,1,0
2004,IRI,IRI2004,2,2,2,0,0,0,2,2,2
2004,ISR,ISR2004,1,0,1,0,0,0,1,0,1
2004,ITA,ITA2004,10,8,14,2,2,5,8,6,9
2004,JAM,JAM2004,2,3,0,2,2,0,0,1,0
2004,JPN,JPN2004,16,8,12,9,3,4,7,5,8
2004,KAZ,KAZ2004,1,4,3,0,0,0,1,4,3
2004,KEN,KEN2004,1,2,4,0,0,2,1,2,2
2004,KOR,KOR2004,9,11,10,3,4,5,6,7,5
2004,LAT,LAT2004,0,3,1,0,0,1,0,3,0
2004,LTU,LTU2004,1,1,1,0,0,1,1,1,0
2004,MAR,MAR2004,2,0,1,0,0,1,2,0,0
2004,MEX,MEX2004,0,2,2,0,1,2,0,1,0
2004,MGL,MGL2004,0,0,1,0,0,0,0,0,1
2004,NED,NED2004,4,11,7,3,6,4,1,5,3
2004,NGR,NGR2004,0,0,2,0,0,0,0,0,2
2004,NOR,NOR2004,5,0,1,2,0,0,3,0,1
2004,NZL,NZL2004,3,2,0,2,0,0,1,2,0
2004,PAR,PAR2004,0,1,0,0,0,0,0,1,0
2004,POL,POL2004,3,4,3,1,4,2,2,0,1
2004,POR,POR2004,0,2,1,0,0,0,0,2,1
2004,PRK,PRK2004,0,1,4,0,0,3,0,1,1
2004,ROU,ROU2004,8,5,6,8,2,2,0,3,4
2004,RSA,RSA2004,1,2,3,0,0,1,1,2,2
2004,RUS,RUS2004,28,21,41,12,11,16,16,10,25
2004,SCG,SCG2004,0,1,1,0,0,1,0,1,0
2004,SLO,SLO2004,0,3,1,0,2,0,0,1,1
2004,SUI,SUI2004,1,2,2,0,1,0,1,1,2
2004,SVK,SVK2004,2,2,2,1,0,0,1,2,2
2004,SWE,SWE2004,4,2,1,1,1,1,3,1,0
2004,SYR,SYR2004,0,0,1,0,0,0,0,0,1
2004,THA,THA2004,3,4,1,2,3,0,1,1,1
2004,TPE,TPE2004,2,3,0,1,1,0,1,2,0
2004,TTO,TTO2004,0,0,1,0,0,0,0,0,1
2004,TUR,TUR2004,3,3,5,1,0,0,2,3,5
2004,UAE,UAE2004,1,0,0,0,0,0,1,0,0
2004,UKR,UKR2004,8,8,6,5,5,2,3,3,4
2004,USA,USA2004,36,37,28,12,14,16,24,23,12
2004,UZB,UZB2004,2,1,2,0,0,0,2,1,2
2004,VEN,VEN2004,0,1,1,0,1,0,0,0,1
2004,ZIM,ZIM2004,1,1,1,1,1,1,0,0,0
2008,AFG,AFG2008,0,0,1,0,0,0,0,0,1
2008,ALG,ALG2008,0,2,0,0,1,0,0,1,0
2008,ARG,ARG2008,2,2,2,0,2,0,2,0,2
2008,ARM,ARM2008,0,0,6,0,0,0,0,0,6
2008,AUS,AUS2008,14,16,16,8,8,7,6,8,9
2008,AUT,AUT2008,0,3,0,0,2,0,0,1,0
2008,AZE,AZE2008,1,3,3,0,1,0,1,2,3
2008,BAH,BAH2008,0,1,1,0,0,0,0,1,1
2008,BEL,BEL2008,1,0,1,1,0,1,0,0,0
2008,BLR,BLR2008,4,8,6,1,5,2,3,3,4
2008,BRA,BRA2008,3,6,7,2,3,1,1,3,6
2008,BUL,BUL2008,1,0,4,1,0,1,0,0,3
2008,CAN,CAN2008,3,9,7,1,3,3,2,6,4
2008,CHI,CHI2008,0,1,0,0,0,0,0,1,0
2008,CHN,CHN2008,51,29,20,27,19,11,24,10,9
2008,CMR,CMR2008,1,0,0,1,0,0,0,0,0
2008,COL,COL2008,0,2,0,0,1,0,0,1,0
2008,CRO,CRO2008,0,4,1,0,3,1,0,1,0
2008,CUB,CUB2008,2,8,14,0,3,6,2,5,8
2008,CZE,CZE2008,3,2,1,2,0,1,1,2,0
2008,DEN,DEN2008,2,3,2,0,1,0,2,2,2
2008,DOM,DOM2008,1,1,0,0,0,0,1,1,0
2008,ECU,ECU2008,0,1,0,0,0,0,0,1,0
2008,EGY,EGY2008,0,0,1,0,0,0,0,0,1
2008,ESP,ESP2008,5,8,5,0,1,3,5,7,2
2008,EST,EST2008,1,1,0,0,0,0,1,1,0
2008,ETH,ETH2008,4,2,1,2,1,0,2,1,1
2008,FIN,FIN2008,1,0,3,1,0,1,0,0,2
2008,FRA,FRA2008,7,18,16,1,4,2,6,14,14
2008,GBR,GBR2008,19,16,13,7,8,5,12,8,8
2008,GEO,GEO2008,3,1,2,0,1,0,3,0,2
2008,GER,GER2008,16,15,10,7,8,3,9,7,7
2008,GRE,GRE2008,0,4,0,0,2,0,0,2,0
2008,HUN,HUN2008,3,5,2,1,1,1,2,4,1
2008,INA,INA2008,1,1,3,0,1,1,1,0,2
2008,IND,IND2008,1,0,2,0,0,0,1,0,2
2008,IRI,IRI2008,1,0,1,0,0,0,1,0,1
2008,IRL,IRL2008,0,1,2,0,0,0,0,1,2
2008,ISL,ISL2008,0,1,0,0,0,0,0,1,0
2008,ISR,ISR2008,0,0,1,0,0,0,0,0,1
2008,ITA,ITA2008,8,10,9,4,4,3,4,6,6
2008,JAM,JAM2008,5,2,2,3,2,2,2,0,0
2008,JPN,JPN2008,9,10,6,5,5,2,4,5,4
2008,KAZ,KAZ2008,2,4,7,0,2,2,2,2,5
2008,KEN,KEN2008,6,2,7,2,1,3,4,1,4
2008,KGZ,KGZ2008,0,1,1,0,0,0,0,1,1
2008,KOR,KOR2008,13,10,8,5,4,4,8,6,4
2008,LAT,LAT2008,1,1,1,0,0,0,1,1,1
2008,LTU,LTU2008,0,1,4,0,0,1,0,1,3
2008,MAR,MAR2008,0,2,0,0,1,0,0,1,0
2008,MAS,MAS2008,0,1,0,0,0,0,0,1,0
2008,MDA,MDA2008,0,0,1,0,0,0,0,0,1
2008,MEX,MEX2008,2,1,0,1,1,0,1,0,0
2008,MGL,MGL2008,2,1,1,0,0,1,2,1,0
2008,MRI,MRI2008,0,0,1,0,0,0,0,0,1
2008,NED,NED2008,7,3,6,6,2,4,1,1,2
2008,NGR,NGR2008,0,3,1,0,2,0,0,1,1
2008,NOR,NOR2008,3,4,2,1,1,2,2,3,0
2008,NZL,NZL2008,3,2,4,2,0,0,1,2,4
2008,PAN,PAN2008,1,0,0,0,0,0,1,0,0
2008,POL,POL2008,3,5,2,0,1,2,3,4,0
2008,POR,POR2008,1,0,1,0,0,1,1,0,0
2008,PRK,PRK2008,2,2,2,2,2,1,0,0,1
2008,ROU,ROU2008,4,2,2,4,2,1,0,0,1
2008,RSA,RSA2008,0,1,0,0,0,0,0,1,0
2008,RUS,RUS2008,23,16,32,11,8,13,12,8,19
2008,SGP,SGP2008,0,0,1,0,0,1,0,0,0
2008,SLO,SLO2008,1,2,2,0,1,1,1,1,1
2008,SRB,SRB2008,0,1,2,0,0,0,0,1,2
2008,SUD,SUD2008,0,1,0,0,0,0,0,1,0
2008,SUI,SUI2008,2,2,3,0,1,0,2,1,3
2008,SVK,SVK2008,3,1,2,1,0,1,2,1,1
2008,SWE,SWE2008,0,3,2,0,0,1,0,3,1
2008,THA,THA2008,2,1,1,1,0,1,1,1,0
2008,TJK,TJK2008,0,1,1,0,0,0,0,1,1
2008,TOG,TOG2008,0,0,1,0,0,0,0,0,1
2008,TPE,TPE2008,0,2,2,0,2,0,0,0,2
2008,TTO,TTO2008,1,1,0,0,0,0,1,1,0
2008,TUN,TUN2008,1,0,0,0,0,0,1,0,0
2008,TUR,TUR2008,1,0,6,0,0,3,1,0,3
2008,UKR,UKR2008,7,10,10,3,7,2,4,3,8
2008,USA,USA2008,36,29,44,16,15,25,20,14,19
2008,UZB,UZB2008,1,3,2,0,1,0,1,2,2
2008,VEN,VEN2008,0,1,0,0,1,0,0,0,0
2008,VIE,VIE2008,0,1,0,0,0,0,0,1,0
2008,ZIM,ZIM2008,1,0,3,1,0,3,0,0,0
2012,AFG,AFG2012,0,0,1,0,0,0,0,0,1
2012,ALG,ALG2012,1,0,0,0,0,0,1,0,0
2012,ARG,ARG2012,1,0,3,0,0,1,1,0,2
2012,ARM,ARM2012,0,2,1,0,1,0,0,1,1
2012,AUS,AUS2012,7,15,13,3,8,9,4,7,4
2012,AZE,AZE2012,2,2,6,0,1,1,2,1,5
2012,BAH,BAH2012,1,0,0,0,0,0,1,0,0
2012,BEL,BEL2012,0,3,0,0,2,0,0,1,0
2012,BLR,BLR2012,2,7,3,1,5,3,1,2,0
2012,BOT,BOT2012,0,1,0,0,0,0,0,1,0
2012,BRA,BRA2012,3,9,5,2,4,0,1,5,5
2012,BRN,BRN2012,0,1,0,0,1,0,0,0,0
2012,BUL,BUL2012,0,0,2,0,0,1,0,0,1
2012,CAN,CAN2012,1,9,7,1,6,2,0,3,5
2012,CHN,CHN2012,38,19,30,20,12,19,18,7,11
2012,COL,COL2012,1,4,3,1,2,1,0,2,2
2012,CRO,CRO2012,3,2,1,1,1,0,2,1,1
2012,CUB,CUB2012,5,1,8,1,0,2,4,1,6
2012,CYP,CYP2012,0,1,0,0,0,0,0,1,0
2012,CZE,CZE2012,4,4,2,2,2,1,2,2,1
2012,DEN,DEN2012,2,3,4,0,0,1,2,3,3
2012,DOM,DOM2012,1,1,0,0,0,0,1,1,0
2012,EGY,EGY2012,0,2,0,0,0,0,0,2,0
2012,ESP,ESP2012,3,9,5,2,4,5,1,5,0
2012,EST,EST2012,0,1,1,0,0,0,0,1,1
2012,ETH,ETH2012,3,3,1,3,2,0,0,1,1
2012,FIN,FIN2012,0,1,2,0,1,1,0,0,1
2012,FRA,FRA2012,11,14,10,4,7,4,7,7,6
2012,GAB,GAB2012,0,1,0,0,0,0,0,1,0
2012,GBR,GBR2012,29,16,19,11,6,7,18,10,12
2012,GEO,GEO2012,1,3,3,0,0,0,1,3,3
2012,GER,GER2012,11,14,19,3,4,9,8,10,10
2012,GRE,GRE2012,0,1,1,0,1,0,0,0,1
2012,GRN,GRN2012,1,0,0,0,0,0,1,0,0
2012,GUA,GUA2012,0,1,0,0,0,0,0,1,0
2012,HKG,HKG2012,0,1,0,0,1,0,0,0,0
2012,HUN,HUN2012,8,5,5,3,2,1,5,3,4
2012,INA,INA2012,0,1,1,0,0,0,0,1,1
2012,IND,IND2012,0,4,2,0,2,0,0,2,2
2012,IRI,IRI2012,4,5,3,0,0,0,4,5,3
2012,IRL,IRL2012,1,1,3,1,0,0,0,1,3
2012,ITA,ITA2012,8,12,8,3,4,1,5,8,7
2012,JAM,JAM2012,4,4,4,1,2,2,3,2,2
2012,JPN,JPN2012,7,15,16,4,7,6,3,8,10
2012,KAZ,KAZ2012,7,3,3,4,2,0,3,1,3
2012,KEN,KEN2012,2,2,7,0,1,3,2,1,4
2012,KOR,KOR2012,13,8,7,5,1,1,8,7,6
2012,KSA,KSA2012,0,0,1,0,0,0,0,0,1
2012,KUW,KUW2012,0,0,1,0,0,0,0,0,1
2012,LAT,LAT2012,1,0,1,0,0,0,1,0,1
2012,LTU,LTU2012,2,1,2,2,0,0,0,1,2
2012,MAR,MAR2012,0,0,1,0,0,0,0,0,1
2012,MAS,MAS2012,0,2,0,0,1,0,0,1,0
2012,MDA,MDA2012,0,1,1,0,1,0,0,0,1
2012,MEX,MEX2012,1,4,2,0,3,2,1,1,0
2012,MGL,MGL2012,0,3,2,0,1,0,0,2,2
2012,MNE,MNE2012,0,0,1,0,0,1,0,0,0
2012,NED,NED2012,6,9,5,4,6,3,2,3,2
2012,NOR,NOR2012,2,1,1,1,0,0,1,1,1
2012,NZL,NZL2012,6,2,4,3,1,1,3,1,3
2012,POL,POL2012,2,3,5,0,3,2,2,0,3
2012,POR,POR2012,0,1,0,0,0,0,0,1,0
2012,PRK,PRK2012,4,1,1,2,1,0,2,0,1
2012,PUR,PUR2012,0,1,1,0,0,0,0,1,1
2012,QAT,QAT2012,0,0,2,0,0,0,0,0,2
2012,ROU,ROU2012,2,2,5,1,1,4,1,1,1
2012,RSA,RSA2012,3,1,1,0,1,1,3,0,0
2012,RUS,RUS2012,24,24,34,12,15,17,12,9,17
2012,SGP,SGP2012,0,2,0,0,2,0,0,0,0
2012,SLO,SLO2012,1,1,2,1,0,0,0,1,2
2012,SRB,SRB2012,1,0,3,1,0,1,0,0,2
2012,SUI,SUI2012,2,2,0,1,0,0,1,2,0
2012,SVK,SVK2012,0,1,3,0,1,1,0,0,2
2012,SWE,SWE2012,1,2,5,0,0,2,1,2,3
2012,THA,THA2012,0,2,1,0,1,1,0,1,0
2012,TJK,TJK2012,0,1,0,0,1,0,0,0,0
2012,TPE,TPE2012,0,1,1,0,1,1,0,0,0
2012,TTO,TTO2012,1,1,2,0,0,0,1,1,2
2012,TUN,TUN2012,1,0,2,0,0,1,1,0,1
2012,TUR,TUR2012,2,0,3,1,0,2,1,0,1
2012,UGA,UGA2012,1,0,0,0,0,0,1,0,0
2012,UKR,UKR2012,6,9,5,2,6,2,4,3,3
2012,USA,USA2012,46,29,28,29,15,14,17,14,14
2012,UZB,UZB2012,1,0,2,0,0,0,1,0,2
2012,VEN,VEN2012,1,0,0,0,0,0,1,0,0
2016,ALG,ALG2016,0,2,0,0,0,0,0,2,0
2016,ARG,ARG2016,3,1,0,2,0,0,1,1,0
2016,ARM,ARM2016,1,3,0,0,0,0,1,3,0
2016,AUS,AUS2016,8,11,10,5,4,4,3,7,6
2016,AUT,AUT2016,0,1,0,0,1,0,0,0,0
2016,AZE,AZE2016,1,9,8,0,3,1,1,6,7
2016,BAH,BAH2016,1,0,1,1,0,0,0,0,1
2016,BDI,BDI2016,0,0,1,0,0,1,0,0,0
2016,BEL,BEL2016,2,3,1,1,1,0,1,2,1
2016,BLR,BLR2016,1,4,4,0,2,2,1,2,2
2016,BRA,BRA2016,7,7,5,2,2,1,5,5,4
2016,BRN,BRN2016,1,0,1,1,0,1,0,0,0
2016,BUL,BUL2016,0,2,1,0,2,1,0,0,0
2016,CAN,CAN2016,3,11,6,2,10,2,1,1,4
2016,CHN,CHN2016,26,23,21,14,16,11,12,7,10
2016,CIV,CIV2016,1,1,0,0,1,0,1,0,0
2016,COL,COL2016,3,2,3,2,1,1,1,1,2
2016,CRO,CRO2016,5,4,1,2,1,0,3,3,1
2016,CUB,CUB2016,5,2,4,0,1,1,5,1,3
2016,CZE,CZE2016,1,6,3,0,4,0,1,2,3
2016,DEN,DEN2016,2,7,6,1,4,3,1,3,3
2016,DOM,DOM2016,0,0,1,0,0,0,0,0,1
2016,EGY,EGY2016,0,2,1,0,2,0,0,0,1
2016,ESP,ESP2016,7,3,7,4,2,3,3,1,4
2016,EST,EST2016,0,0,1,0,0,0,0,0,1
2016,ETH,ETH2016,1,4,3,1,3,1,0,1,2
2016,FIJ,FIJ2016,1,0,0,0,0,0,1,0,0
2016,FIN,FIN2016,0,1,0,0,1,0,0,0,0
2016,FRA,FRA2016,10,12,20,3,1,7,7,11,13
2016,GBR,GBR2016,27,21,19,8,8,10,19,13,9
2016,GEO,GEO2016,2,1,4,0,0,0,2,1,4
2016,GER,GER2016,17,7,17,6,5,8,11,2,9
2016,GRE,GRE2016,3,2,1,2,1,0,1,1,1
2016,GRN,GRN2016,0,1,0,0,0,0,0,1,0
2016,HUN,HUN2016,8,4,3,7,2,1,1,2,2
2016,INA,INA2016,1,1,1,0,0,1,1,1,0
2016,IND,IND2016,0,1,1,0,1,1,0,0,0
2016,IOA,IOA2016,1,0,1,0,0,0,1,0,1
2016,IRI,IRI2016,3,2,3,0,1,0,3,1,3
2016,IRL,IRL2016,0,1,1,0,0,1,0,1,0
2016,ISR,ISR2016,0,1,1,0,1,0,0,0,1
2016,ITA,ITA2016,8,7,13,1,2,7,7,5,6
2016,JAM,JAM2016,6,3,2,2,2,2,4,1,0
2016,JOR,JOR2016,1,0,0,0,0,0,1,0,0
2016,JPN,JPN2016,12,17,12,7,10,1,5,7,11
2016,KAZ,KAZ2016,3,9,6,0,6,2,3,3,4
2016,KEN,KEN2016,6,4,3,3,1,3,3,3,0
2016,KOR,KOR2016,9,5,7,5,3,1,4,2,6
2016,KOS,KOS2016,1,0,0,1,0,0,0,0,0
2016,LTU,LTU2016,0,2,2,0,1,0,0,1,2
2016,MAR,MAR2016,0,0,1,0,0,0,0,0,1
2016,MAS,MAS2016,0,3,2,0,0,1,0,3,1
2016,MEX,MEX2016,0,1,4,0,0,2,0,1,2
2016,MGL,MGL2016,0,0,2,0,0,1,0,0,1
2016,NED,NED2016,8,5,6,6,2,4,2,3,2
2016,NGR,NGR2016,0,0,1,0,0,0,0,0,1
2016,NIG,NIG2016,0,1,0,0,0,0,0,1,0
2016,NOR,NOR2016,0,1,3,0,1,0,0,0,3
2016,NZL,NZL2016,4,3,11,1,2,8,3,1,3
2016,PHI,PHI2016,0,0,1,0,0,1,0,0,0
2016,POL,POL2016,2,5,4,2,4,2,0,1,2
2016,POR,POR2016,0,1,0,0,1,0,0,0,0
2016,PRK,PRK2016,2,2,3,1,1,2,1,1,1
2016,PUR,PUR2016,1,0,0,1,0,0,0,0,0
2016,QAT,QAT2016,0,1,0,0,0,0,0,1,0
2016,ROU,ROU2016,1,2,1,1,1,0,0,1,1
2016,RSA,RSA2016,2,4,3,1,0,1,1,4,2
2016,RUS,RUS2016,19,12,25,10,7,12,9,5,13
2016,SGP,SGP2016,1,0,0,0,0,0,1,0,0
2016,SLO,SLO2016,1,3,0,1,1,0,0,2,0
2016,SRB,SRB2016,2,4,2,0,2,2,2,2,0
2016,SUI,SUI2016,3,2,2,0,2,2,3,0,0
2016,SVK,SVK2016,2,2,0,0,0,0,2,2,0
2016,SWE,SWE2016,2,6,3,2,3,3,0,3,0
2016,THA,THA2016,2,2,2,2,1,1,0,1,1
2016,TJK,TJK2016,1,0,0,0,0,0,1,0,0
2016,TPE,TPE2016,1,2,0,1,2,0,0,0,0
2016,TTO,TTO2016,0,0,1,0,0,0,0,0,1
2016,TUN,TUN2016,0,2,1,0,2,0,0,0,1
2016,TUR,TUR2016,1,4,3,0,1,0,1,3,3
2016,UAE,UAE2016,0,0,1,0,0,0,0,0,1
2016,UKR,UKR2016,2,6,3,0,2,1,2,4,2
2016,USA,USA2016,46,36,38,28,18,18,18,18,20
2016,UZB,UZB2016,4,2,7,0,0,0,4,2,7
2016,VEN,VEN2016,0,1,2,0,1,1,0,0,1
2016,VIE,VIE2016,1,1,0,0,0,0,1,1,0
