,NOC,Year,Event,Bronze,Gold,Silver,Total
5381,GER,1960,Swimming Women's 200 metres Breaststroke,1.0,0.0,1.0,2.0
5382,GER,1960,Swimming Women's 4 x 100 metres Freestyle Relay,1.0,0.0,0.0,1.0
5383,GER,1960,Swimming Women's 4 x 100 metres Medley Relay,1.0,0.0,0.0,1.0
5384,GER,1960,"Wrestling Men's Heavyweight, Freestyle",0.0,1.0,0.0,1.0
5385,GER,1960,"Wrestling Men's Heavyweight, Greco-Roman",0.0,0.0,1.0,1.0
5386,GER,1960,"Wrestling Men's Middleweight, Greco-Roman",0.0,0.0,1.0,1.0
5387,GER,1960,"Wrestling Men's Welterweight, Greco-Roman",0.0,0.0,1.0,1.0
5388,GER,1964,Athletics Men's 20 kilometres Walk,0.0,0.0,1.0,1.0
5389,GER,1964,"Athletics Men's 5,000 metres",0.0,0.0,1.0,1.0
5390,GER,1964,Athletics Men's Decathlon,1.0,1.0,0.0,2.0
5391,GER,1964,Athletics Men's Hammer Throw,1.0,0.0,0.0,1.0
5392,GER,1964,Athletics Men's Pole Vault,1.0,0.0,1.0,2.0
5393,GER,1964,Athletics Women's 80 metres Hurdles,0.0,1.0,0.0,1.0
5394,GER,1964,Athletics Women's Discus Throw,0.0,0.0,1.0,1.0
5395,GER,1964,Athletics Women's Shot Put,0.0,0.0,1.0,1.0
5396,GER,1964,Boxing Men's Heavyweight,0.0,0.0,1.0,1.0
5397,GER,1964,Boxing Men's Middleweight,0.0,0.0,1.0,1.0
5398,GER,1964,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,1.0,0.0,1.0
5399,GER,1964,"Canoeing Men's Kayak Doubles, 1,000 metres",1.0,0.0,0.0,1.0
5400,GER,1964,"Canoeing Men's Kayak Fours, 1,000 metres",0.0,0.0,1.0,1.0
5401,GER,1964,"Canoeing Women's Kayak Doubles, 500 metres",0.0,1.0,0.0,1.0
5402,GER,1964,"Cycling Men's Tandem Sprint, 2,000 metres",1.0,0.0,0.0,1.0
5403,GER,1964,"Cycling Men's Team Pursuit, 4,000 metres",0.0,1.0,0.0,1.0
5404,GER,1964,Diving Women's Platform,0.0,0.0,1.0,1.0
5405,GER,1964,Diving Women's Springboard,0.0,1.0,0.0,1.0
5406,GER,1964,"Equestrianism Mixed Dressage, Individual",0.0,0.0,1.0,1.0
5407,GER,1964,"Equestrianism Mixed Dressage, Team",0.0,1.0,0.0,1.0
5408,GER,1964,"Equestrianism Mixed Jumping, Individual",0.0,0.0,1.0,1.0
5409,GER,1964,"Equestrianism Mixed Jumping, Team",0.0,1.0,0.0,1.0
5410,GER,1964,"Equestrianism Mixed Three-Day Event, Individual",1.0,0.0,0.0,1.0
5411,GER,1964,"Equestrianism Mixed Three-Day Event, Team",1.0,0.0,0.0,1.0
5412,GER,1964,"Fencing Women's Foil, Individual",0.0,0.0,1.0,1.0
5413,GER,1964,"Fencing Women's Foil, Team",1.0,0.0,0.0,1.0
5414,GER,1964,Football Men's Football,1.0,0.0,0.0,1.0
5415,GER,1964,Gymnastics Men's Team All-Around,1.0,0.0,0.0,1.0
5416,GER,1964,Judo Men's Middleweight,0.0,0.0,1.0,1.0
5417,GER,1964,Rowing Men's Coxed Eights,0.0,0.0,1.0,1.0
5418,GER,1964,Rowing Men's Coxed Fours,0.0,1.0,0.0,1.0
5419,GER,1964,Rowing Men's Coxless Pairs,1.0,0.0,0.0,1.0
5420,GER,1964,Rowing Men's Single Sculls,0.0,0.0,1.0,1.0
5421,GER,1964,Sailing Mixed One Person Dinghy,0.0,1.0,0.0,1.0
5422,GER,1964,Sailing Mixed Three Person Keelboat,0.0,0.0,1.0,1.0
5423,GER,1964,Swimming Men's 100 metres Freestyle,1.0,0.0,0.0,1.0
5424,GER,1964,Swimming Men's 4 x 100 metres Freestyle Relay,0.0,0.0,1.0,1.0
5425,GER,1964,Swimming Men's 4 x 100 metres Medley Relay,0.0,0.0,1.0,1.0
5426,GER,1964,Swimming Men's 4 x 200 metres Freestyle Relay,0.0,0.0,1.0,1.0
5427,GER,1964,Swimming Men's 400 metres Freestyle,0.0,0.0,1.0,1.0
5428,GER,1964,Swimming Men's 400 metres Individual Medley,1.0,0.0,0.0,1.0
5429,GER,1964,"Wrestling Men's Heavyweight, Greco-Roman",1.0,0.0,0.0,1.0
5430,GER,1964,"Wrestling Men's Light-Heavyweight, Greco-Roman",1.0,0.0,0.0,1.0
5431,GER,1964,"Wrestling Men's Lightweight, Freestyle",0.0,0.0,1.0,1.0
5432,GER,1964,"Wrestling Men's Middleweight, Greco-Roman",1.0,0.0,0.0,1.0
5433,GER,1992,"Athletics Men's 5,000 metres",0.0,1.0,0.0,1.0
5434,GER,1992,Athletics Men's 50 kilometres Walk,1.0,0.0,0.0,1.0
5435,GER,1992,Athletics Men's Discus Throw,0.0,0.0,1.0,1.0
5436,GER,1992,Athletics Men's Marathon,1.0,0.0,0.0,1.0
5437,GER,1992,Athletics Women's Heptathlon,1.0,0.0,0.0,1.0
5438,GER,1992,Athletics Women's High Jump,0.0,1.0,0.0,1.0
5439,GER,1992,Athletics Women's Javelin Throw,1.0,1.0,0.0,2.0
5440,GER,1992,Athletics Women's Long Jump,0.0,1.0,0.0,1.0
5441,GER,1992,Athletics Women's Shot Put,1.0,0.0,0.0,1.0
5442,GER,1992,Boxing Men's Featherweight,0.0,1.0,0.0,1.0
5443,GER,1992,Boxing Men's Light-Flyweight,1.0,0.0,0.0,1.0
5444,GER,1992,Boxing Men's Light-Heavyweight,0.0,1.0,0.0,1.0
5445,GER,1992,Boxing Men's Lightweight,0.0,0.0,1.0,1.0
5446,GER,1992,"Canoeing Men's Canadian Doubles, 1,000 metres",0.0,1.0,0.0,1.0
5447,GER,1992,"Canoeing Men's Canadian Doubles, 500 metres",0.0,0.0,1.0,1.0
5448,GER,1992,"Canoeing Men's Canadian Singles, 500 metres",1.0,0.0,0.0,1.0
5449,GER,1992,"Canoeing Men's Kayak Doubles, 1,000 metres",0.0,1.0,0.0,1.0
5450,GER,1992,"Canoeing Men's Kayak Doubles, 500 metres",0.0,1.0,0.0,1.0
5451,GER,1992,"Canoeing Men's Kayak Fours, 1,000 metres",0.0,1.0,0.0,1.0
5452,GER,1992,"Canoeing Men's Kayak Singles, Slalom",1.0,0.0,0.0,1.0
5453,GER,1992,"Canoeing Women's Kayak Doubles, 500 metres",0.0,1.0,0.0,1.0
5454,GER,1992,"Canoeing Women's Kayak Fours, 500 metres",0.0,0.0,1.0,1.0
5455,GER,1992,"Canoeing Women's Kayak Singles, 500 metres",0.0,1.0,0.0,1.0
5456,GER,1992,"Canoeing Women's Kayak Singles, Slalom",0.0,1.0,0.0,1.0
5457,GER,1992,Cycling Men's 100 kilometres Team Time Trial,0.0,1.0,0.0,1.0
5458,GER,1992,"Cycling Men's Individual Pursuit, 4,000 metres",0.0,0.0,1.0,1.0
5459,GER,1992,Cycling Men's Sprint,0.0,1.0,0.0,1.0
5460,GER,1992,"Cycling Men's Team Pursuit, 4,000 metres",0.0,1.0,0.0,1.0
5461,GER,1992,"Cycling Women's Individual Pursuit, 3,000 metres",0.0,1.0,0.0,1.0
5462,GER,1992,Cycling Women's Sprint,0.0,0.0,1.0,1.0
5463,GER,1992,Diving Women's Springboard,1.0,0.0,0.0,1.0
5464,GER,1992,"Equestrianism Mixed Dressage, Individual",1.0,1.0,1.0,3.0
5465,GER,1992,"Equestrianism Mixed Dressage, Team",0.0,1.0,0.0,1.0
5466,GER,1992,"Equestrianism Mixed Jumping, Individual",0.0,1.0,0.0,1.0
5467,GER,1992,"Equestrianism Mixed Three-Day Event, Individual",0.0,0.0,1.0,1.0
5468,GER,1992,"Equestrianism Mixed Three-Day Event, Team",1.0,0.0,0.0,1.0
5469,GER,1992,"Fencing Men's Foil, Team",0.0,1.0,0.0,1.0
5470,GER,1992,"Fencing Men's epee, Team",0.0,1.0,0.0,1.0
5471,GER,1992,"Fencing Women's Foil, Team",0.0,0.0,1.0,1.0
5472,GER,1992,Gymnastics Men's Pommelled Horse,1.0,0.0,0.0,1.0
5473,GER,1992,Hockey Men's Hockey,0.0,1.0,0.0,1.0
5474,GER,1992,Hockey Women's Hockey,0.0,0.0,1.0,1.0
5475,GER,1992,Rowing Men's Coxed Eights,1.0,0.0,0.0,1.0
5476,GER,1992,Rowing Men's Coxed Fours,0.0,0.0,1.0,1.0
5477,GER,1992,Rowing Men's Coxless Pairs,0.0,0.0,1.0,1.0
5478,GER,1992,Rowing Men's Quadruple Sculls,0.0,1.0,0.0,1.0
5479,GER,1992,Rowing Men's Single Sculls,0.0,1.0,0.0,1.0
5480,GER,1992,Rowing Women's Coxed Eights,1.0,0.0,0.0,1.0
5481,GER,1992,Rowing Women's Coxless Fours,1.0,0.0,0.0,1.0
5482,GER,1992,Rowing Women's Coxless Pairs,0.0,0.0,1.0,1.0
5483,GER,1992,Rowing Women's Double Sculls,0.0,1.0,0.0,1.0
5484,GER,1992,Rowing Women's Quadruple Sculls,0.0,1.0,0.0,1.0
5485,GER,1992,"Shooting Men's Air Rifle, 10 metres",1.0,0.0,0.0,1.0
5486,GER,1992,"Shooting Men's Rapid-Fire Pistol, 25 metres",0.0,1.0,0.0,1.0
5487,GER,1992,"Shooting Men's Running Target, 10 metres",0.0,1.0,0.0,1.0
5488,GER,1992,"Swimming Men's 1,500 metres Freestyle",1.0,0.0,0.0,1.0
5489,GER,1992,Swimming Men's 4 x 100 metres Freestyle Relay,1.0,0.0,0.0,1.0
5490,GER,1992,Swimming Women's 100 metres Freestyle,1.0,0.0,0.0,1.0
5491,GER,1992,Swimming Women's 200 metres Backstroke,0.0,0.0,1.0,1.0
5492,GER,1992,Swimming Women's 200 metres Freestyle,1.0,0.0,1.0,2.0
5493,GER,1992,Swimming Women's 200 metres Individual Medley,1.0,0.0,0.0,1.0
5494,GER,1992,Swimming Women's 4 x 100 metres Freestyle Relay,1.0,0.0,0.0,1.0
5495,GER,1992,Swimming Women's 4 x 100 metres Medley Relay,0.0,0.0,1.0,1.0
5496,GER,1992,Swimming Women's 400 metres Freestyle,0.0,1.0,0.0,1.0
5497,GER,1992,Swimming Women's 800 metres Freestyle,1.0,0.0,0.0,1.0
5498,GER,1992,Table Tennis Men's Doubles,0.0,0.0,1.0,1.0
5499,GER,1992,Tennis Men's Doubles,0.0,1.0,0.0,1.0
5500,GER,1992,Tennis Women's Singles,0.0,0.0,1.0,1.0
5501,GER,1992,Weightlifting Men's Heavyweight II,0.0,1.0,0.0,1.0
5502,GER,1992,Weightlifting Men's Lightweight,1.0,0.0,0.0,1.0
5503,GER,1992,Weightlifting Men's Super-Heavyweight,1.0,0.0,0.0,1.0
5504,GER,1992,"Wrestling Men's Bantamweight, Greco-Roman",0.0,0.0,1.0,1.0
5505,GER,1992,"Wrestling Men's Heavyweight, Freestyle",0.0,0.0,1.0,1.0
5506,GER,1992,"Wrestling Men's Light-Heavyweight, Greco-Roman",0.0,1.0,0.0,1.0
5507,GER,1996,Archery Women's Team,0.0,0.0,1.0,1.0
5508,GER,1996,Athletics Men's 110 metres Hurdles,1.0,0.0,0.0,1.0
5509,GER,1996,Athletics Men's Decathlon,0.0,0.0,1.0,1.0
5510,GER,1996,Athletics Men's Discus Throw,0.0,1.0,0.0,1.0
5511,GER,1996,Athletics Men's Pole Vault,1.0,0.0,0.0,1.0
5512,GER,1996,Athletics Women's 4 x 400 metres Relay,1.0,0.0,0.0,1.0
5513,GER,1996,Athletics Women's Discus Throw,0.0,1.0,0.0,1.0
5514,GER,1996,Athletics Women's Shot Put,0.0,1.0,0.0,1.0
5515,GER,1996,Boxing Men's Flyweight,1.0,0.0,0.0,1.0
5516,GER,1996,Boxing Men's Light-Welterweight,0.0,0.0,1.0,1.0
5517,GER,1996,"Canoeing Men's Canadian Doubles, 1,000 metres",0.0,1.0,0.0,1.0
5518,GER,1996,"Canoeing Men's Canadian Doubles, Slalom",1.0,0.0,0.0,1.0
5519,GER,1996,"Canoeing Men's Kayak Doubles, 1,000 metres",0.0,0.0,1.0,1.0
5520,GER,1996,"Canoeing Men's Kayak Doubles, 500 metres",0.0,1.0,0.0,1.0
5521,GER,1996,"Canoeing Men's Kayak Fours, 1,000 metres",0.0,1.0,0.0,1.0
5522,GER,1996,"Canoeing Men's Kayak Singles, Slalom",1.0,1.0,0.0,2.0
5523,GER,1996,"Canoeing Women's Kayak Doubles, 500 metres",0.0,0.0,1.0,1.0
5524,GER,1996,"Canoeing Women's Kayak Fours, 500 metres",0.0,1.0,0.0,1.0
5525,GER,1996,Cycling Men's Sprint,0.0,1.0,0.0,1.0
5526,GER,1996,"Cycling Women's Individual Pursuit, 3,000 metres",1.0,0.0,0.0,1.0
5527,GER,1996,Diving Men's Platform,0.0,0.0,1.0,1.0
5528,GER,1996,Diving Women's Platform,0.0,0.0,1.0,1.0
5529,GER,1996,"Equestrianism Mixed Dressage, Individual",0.0,1.0,0.0,1.0
5530,GER,1996,"Equestrianism Mixed Dressage, Team",0.0,1.0,0.0,1.0
5531,GER,1996,"Equestrianism Mixed Jumping, Individual",0.0,1.0,0.0,1.0
5532,GER,1996,"Equestrianism Mixed Jumping, Team",0.0,1.0,0.0,1.0
5533,GER,1996,"Fencing Women's Foil, Team",1.0,0.0,0.0,1.0
5534,GER,1996,Gymnastics Men's Horizontal Bar,0.0,1.0,0.0,1.0
5535,GER,1996,Judo Men's Half-Lightweight,0.0,1.0,0.0,1.0
5536,GER,1996,Judo Men's Heavyweight,1.0,0.0,0.0,1.0
5537,GER,1996,Rowing Men's Coxed Eights,0.0,0.0,1.0,1.0
5538,GER,1996,Rowing Men's Quadruple Sculls,0.0,1.0,0.0,1.0
5539,GER,1996,Rowing Men's Single Sculls,1.0,0.0,0.0,1.0
5540,GER,1996,Rowing Women's Quadruple Sculls,0.0,1.0,0.0,1.0
5541,GER,1996,Sailing Mixed Three Person Keelboat,0.0,1.0,0.0,1.0
5542,GER,1996,"Shooting Men's Rapid-Fire Pistol, 25 metres",0.0,1.0,0.0,1.0
5543,GER,1996,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0.0,1.0,0.0,1.0
5544,GER,1996,"Shooting Women's Air Rifle, 10 metres",0.0,0.0,1.0,1.0
5545,GER,1996,Shooting Women's Double Trap,0.0,0.0,1.0,1.0
5546,GER,1996,Swimming Men's 100 metres Breaststroke,1.0,0.0,0.0,1.0
5547,GER,1996,Swimming Men's 4 x 100 metres Freestyle Relay,1.0,0.0,0.0,1.0
5548,GER,1996,Swimming Men's 4 x 200 metres Freestyle Relay,1.0,0.0,0.0,1.0
5549,GER,1996,Swimming Women's 100 metres Freestyle,0.0,0.0,1.0,1.0
5550,GER,1996,Swimming Women's 200 metres Backstroke,1.0,0.0,0.0,1.0
5551,GER,1996,Swimming Women's 200 metres Freestyle,1.0,0.0,1.0,2.0
5552,GER,1996,Swimming Women's 4 x 100 metres Freestyle Relay,1.0,0.0,0.0,1.0
5553,GER,1996,Swimming Women's 4 x 200 metres Freestyle Relay,0.0,0.0,1.0,1.0
5554,GER,1996,Swimming Women's 400 metres Freestyle,0.0,0.0,1.0,1.0
5555,GER,1996,Swimming Women's 50 metres Freestyle,1.0,0.0,0.0,1.0
5556,GER,1996,Swimming Women's 800 metres Freestyle,0.0,0.0,1.0,1.0
5557,GER,1996,Table Tennis Men's Singles,1.0,0.0,0.0,1.0
5558,GER,1996,Tennis Men's Doubles,1.0,0.0,0.0,1.0
5559,GER,1996,Weightlifting Men's Light-Heavyweight,0.0,0.0,1.0,1.0
5560,GER,1996,Weightlifting Men's Middle-Heavyweight,1.0,0.0,0.0,1.0
5561,GER,1996,Weightlifting Men's Super-Heavyweight,0.0,0.0,1.0,1.0
5562,GER,1996,"Wrestling Men's Heavyweight, Freestyle",1.0,0.0,0.0,1.0
5563,GER,1996,"Wrestling Men's Light-Heavyweight, Greco-Roman",1.0,0.0,0.0,1.0
5564,GER,1996,"Wrestling Men's Middleweight, Greco-Roman",0.0,0.0,1.0,1.0
5565,GER,2000,Archery Women's Team,1.0,0.0,0.0,1.0
5566,GER,2000,Athletics Men's 800 metres,0.0,1.0,0.0,1.0
5567,GER,2000,Athletics Men's Discus Throw,0.0,0.0,1.0,1.0
5568,GER,2000,Athletics Women's Hammer Throw,1.0,0.0,0.0,1.0
5569,GER,2000,Athletics Women's Long Jump,0.0,1.0,0.0,1.0
5570,GER,2000,Athletics Women's Shot Put,1.0,0.0,0.0,1.0
5571,GER,2000,Beach Volleyball Men's Beach Volleyball,1.0,0.0,0.0,1.0
5572,GER,2000,"Canoeing Men's Canadian Doubles, 1,000 metres",1.0,0.0,0.0,1.0
5573,GER,2000,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,1.0,0.0,1.0
5574,GER,2000,"Canoeing Men's Canadian Singles, 500 metres",1.0,0.0,0.0,1.0
5575,GER,2000,"Canoeing Men's Kayak Doubles, 500 metres",1.0,0.0,0.0,1.0
5576,GER,2000,"Canoeing Men's Kayak Fours, 1,000 metres",0.0,0.0,1.0,1.0
5577,GER,2000,"Canoeing Men's Kayak Singles, Slalom",0.0,1.0,0.0,1.0
5578,GER,2000,"Canoeing Women's Kayak Doubles, 500 metres",0.0,1.0,0.0,1.0
5579,GER,2000,"Canoeing Women's Kayak Fours, 500 metres",0.0,1.0,0.0,1.0
5580,GER,2000,"Cycling Men's 1,000 metres Time Trial",0.0,0.0,1.0,1.0
5581,GER,2000,"Cycling Men's Individual Pursuit, 4,000 metres",0.0,1.0,1.0,2.0
5582,GER,2000,Cycling Men's Individual Time Trial,0.0,0.0,1.0,1.0
5583,GER,2000,Cycling Men's Keirin,1.0,0.0,0.0,1.0
5584,GER,2000,"Cycling Men's Road Race, Individual",1.0,1.0,0.0,2.0
5585,GER,2000,Cycling Men's Sprint,1.0,0.0,0.0,1.0
5586,GER,2000,"Cycling Men's Team Pursuit, 4,000 metres",0.0,1.0,0.0,1.0
5587,GER,2000,"Cycling Women's Road Race, Individual",0.0,0.0,1.0,1.0
5588,GER,2000,Diving Men's Synchronized Platform,1.0,0.0,0.0,1.0
5589,GER,2000,Diving Women's Springboard,1.0,0.0,0.0,1.0
5590,GER,2000,"Equestrianism Mixed Dressage, Individual",1.0,0.0,1.0,2.0
5591,GER,2000,"Equestrianism Mixed Dressage, Team",0.0,1.0,0.0,1.0
5592,GER,2000,"Equestrianism Mixed Jumping, Team",0.0,1.0,0.0,1.0
5593,GER,2000,"Fencing Men's Foil, Individual",0.0,0.0,1.0,1.0
5594,GER,2000,"Fencing Men's Sabre, Individual",1.0,0.0,0.0,1.0
5595,GER,2000,"Fencing Men's Sabre, Team",1.0,0.0,0.0,1.0
5596,GER,2000,"Fencing Women's Foil, Individual",0.0,0.0,1.0,1.0
5597,GER,2000,"Fencing Women's Foil, Team",1.0,0.0,0.0,1.0
5598,GER,2000,Football Women's Football,1.0,0.0,0.0,1.0
5599,GER,2000,Judo Women's Extra-Lightweight,1.0,0.0,0.0,1.0
5600,GER,2000,Rowing Men's Quadruple Sculls,1.0,0.0,0.0,1.0
5601,GER,2000,Rowing Men's Single Sculls,1.0,0.0,0.0,1.0
5602,GER,2000,Rowing Women's Double Sculls,0.0,1.0,0.0,1.0
5603,GER,2000,Rowing Women's Lightweight Double Sculls,0.0,0.0,1.0,1.0
5604,GER,2000,Rowing Women's Quadruple Sculls,0.0,1.0,0.0,1.0
5605,GER,2000,Rowing Women's Single Sculls,1.0,0.0,0.0,1.0
5606,GER,2000,Sailing Mixed Multihull,1.0,0.0,0.0,1.0
5607,GER,2000,Sailing Mixed Three Person Keelboat,0.0,0.0,1.0,1.0
5608,GER,2000,Sailing Women's Windsurfer,0.0,0.0,1.0,1.0
5609,GER,2000,Swimming Men's 100 metres Backstroke,1.0,0.0,0.0,1.0
5610,GER,2000,Swimming Men's 4 x 100 metres Medley Relay,1.0,0.0,0.0,1.0
5611,GER,2000,Swimming Women's 4 x 200 metres Freestyle Relay,1.0,0.0,0.0,1.0
5612,GER,2000,Taekwondo Men's Welterweight,0.0,0.0,1.0,1.0
5613,GER,2000,Tennis Men's Singles,0.0,0.0,1.0,1.0
5614,GER,2000,Triathlon Men's Olympic Distance,0.0,0.0,1.0,1.0
5615,GER,2000,Weightlifting Men's Light-Heavyweight,0.0,0.0,1.0,1.0
5616,GER,2000,Weightlifting Men's Super-Heavyweight,0.0,0.0,1.0,1.0
5617,GER,2004,Athletics Women's Javelin Throw,0.0,0.0,1.0,1.0
5618,GER,2004,Athletics Women's Shot Put,0.0,0.0,1.0,1.0
5619,GER,2004,"Canoeing Men's Canadian Doubles, 1,000 metres",0.0,1.0,0.0,1.0
5620,GER,2004,"Canoeing Men's Canadian Doubles, Slalom",0.0,0.0,1.0,1.0
5621,GER,2004,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,1.0,1.0
5622,GER,2004,"Canoeing Men's Canadian Singles, 500 metres",0.0,1.0,0.0,1.0
5623,GER,2004,"Canoeing Men's Canadian Singles, Slalom",1.0,0.0,0.0,1.0
5624,GER,2004,"Canoeing Men's Kayak Doubles, 500 metres",0.0,1.0,0.0,1.0
5625,GER,2004,"Canoeing Men's Kayak Fours, 1,000 metres",0.0,0.0,1.0,1.0
5626,GER,2004,"Canoeing Women's Kayak Doubles, 500 metres",0.0,0.0,1.0,1.0
5627,GER,2004,"Canoeing Women's Kayak Fours, 500 metres",0.0,1.0,0.0,1.0
5628,GER,2004,"Cycling Men's 1,000 metres Time Trial",1.0,0.0,0.0,1.0
5629,GER,2004,Cycling Men's Points Race,1.0,0.0,0.0,1.0
5630,GER,2004,Cycling Men's Sprint,1.0,0.0,0.0,1.0
5631,GER,2004,Cycling Men's Team Sprint,0.0,1.0,0.0,1.0
5632,GER,2004,"Cycling Women's Mountainbike, Cross-Country",1.0,0.0,0.0,1.0
5633,GER,2004,"Cycling Women's Road Race, Individual",0.0,0.0,1.0,1.0
5634,GER,2004,Diving Men's Synchronized Springboard,0.0,0.0,1.0,1.0
5635,GER,2004,"Equestrianism Mixed Dressage, Individual",0.0,0.0,1.0,1.0
5636,GER,2004,"Equestrianism Mixed Dressage, Team",0.0,1.0,0.0,1.0
5637,GER,2004,"Equestrianism Mixed Jumping, Individual",1.0,0.0,0.0,1.0
5638,GER,2004,"Equestrianism Mixed Jumping, Team",1.0,0.0,0.0,1.0
5639,GER,2004,"Fencing Men's epee, Team",1.0,0.0,0.0,1.0
5640,GER,2004,"Fencing Women's epee, Team",0.0,0.0,1.0,1.0
5641,GER,2004,Football Women's Football,1.0,0.0,0.0,1.0
5642,GER,2004,Handball Men's Handball,0.0,0.0,1.0,1.0
5643,GER,2004,Hockey Men's Hockey,1.0,0.0,0.0,1.0
5644,GER,2004,Hockey Women's Hockey,0.0,1.0,0.0,1.0
5645,GER,2004,Judo Men's Half-Heavyweight,1.0,0.0,0.0,1.0
5646,GER,2004,Judo Women's Lightweight,0.0,1.0,0.0,1.0
5647,GER,2004,Judo Women's Middleweight,1.0,0.0,0.0,1.0
5648,GER,2004,Rowing Women's Double Sculls,0.0,0.0,1.0,1.0
5649,GER,2004,Rowing Women's Lightweight Double Sculls,0.0,0.0,1.0,1.0
5650,GER,2004,Rowing Women's Quadruple Sculls,0.0,1.0,0.0,1.0
5651,GER,2004,Rowing Women's Single Sculls,0.0,1.0,0.0,1.0
5652,GER,2004,"Shooting Men's Rapid-Fire Pistol, 25 metres",0.0,1.0,0.0,1.0
5653,GER,2004,"Shooting Men's Running Target, 10 metres",0.0,1.0,0.0,1.0
5654,GER,2004,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0.0,0.0,1.0,1.0
5655,GER,2004,Swimming Men's 4 x 100 metres Medley Relay,0.0,0.0,1.0,1.0
5656,GER,2004,Swimming Women's 200 metres Backstroke,1.0,0.0,0.0,1.0
5657,GER,2004,Swimming Women's 200 metres Breaststroke,1.0,0.0,0.0,1.0
5658,GER,2004,Swimming Women's 4 x 100 metres Medley Relay,1.0,0.0,0.0,1.0
5659,GER,2004,Swimming Women's 4 x 200 metres Freestyle Relay,1.0,0.0,0.0,1.0
5660,GER,2004,Tennis Men's Doubles,0.0,0.0,1.0,1.0
5661,GER,2004,Trampolining Men's Individual,1.0,0.0,0.0,1.0
5662,GER,2004,Trampolining Women's Individual,0.0,1.0,0.0,1.0
5663,GER,2008,Athletics Women's Javelin Throw,1.0,0.0,0.0,1.0
5664,GER,2008,"Canoeing Men's Canadian Doubles, 1,000 metres",0.0,0.0,1.0,1.0
5665,GER,2008,"Canoeing Men's Canadian Doubles, 500 metres",1.0,0.0,0.0,1.0
5666,GER,2008,"Canoeing Men's Kayak Doubles, 1,000 metres",0.0,1.0,0.0,1.0
5667,GER,2008,"Canoeing Men's Kayak Doubles, 500 metres",0.0,0.0,1.0,1.0
5668,GER,2008,"Canoeing Men's Kayak Fours, 1,000 metres",1.0,0.0,0.0,1.0
5669,GER,2008,"Canoeing Men's Kayak Singles, Slalom",0.0,1.0,0.0,1.0
5670,GER,2008,"Canoeing Women's Kayak Fours, 500 metres",0.0,1.0,0.0,1.0
5671,GER,2008,"Canoeing Women's Kayak Singles, 500 metres",1.0,0.0,0.0,1.0
5672,GER,2008,Cycling Men's Points Race,0.0,0.0,1.0,1.0
5673,GER,2008,Cycling Men's Team Sprint,1.0,0.0,0.0,1.0
5674,GER,2008,"Cycling Women's Mountainbike, Cross-Country",0.0,1.0,0.0,1.0
5675,GER,2008,Diving Men's Synchronized Platform,0.0,0.0,1.0,1.0
5676,GER,2008,Diving Women's Synchronized Springboard,1.0,0.0,0.0,1.0
5677,GER,2008,"Equestrianism Mixed Dressage, Individual",1.0,0.0,1.0,2.0
5678,GER,2008,"Equestrianism Mixed Dressage, Team",0.0,1.0,0.0,1.0
5679,GER,2008,"Equestrianism Mixed Three-Day Event, Individual",0.0,1.0,0.0,1.0
5680,GER,2008,"Equestrianism Mixed Three-Day Event, Team",0.0,1.0,0.0,1.0
5681,GER,2008,"Fencing Men's Foil, Individual",0.0,1.0,0.0,1.0
5682,GER,2008,"Fencing Women's epee, Individual",0.0,1.0,0.0,1.0
5683,GER,2008,Football Women's Football,1.0,0.0,0.0,1.0
5684,GER,2008,Gymnastics Men's Horizontal Bar,1.0,0.0,0.0,1.0
5685,GER,2008,Gymnastics Women's Horse Vault,0.0,0.0,1.0,1.0
5686,GER,2008,Hockey Men's Hockey,0.0,1.0,0.0,1.0
5687,GER,2008,Judo Men's Half-Middleweight,0.0,1.0,0.0,1.0
5688,GER,2008,Modern Pentathlon Women's Individual,0.0,1.0,0.0,1.0
5689,GER,2008,Rowing Women's Double Sculls,0.0,0.0,1.0,1.0
5690,GER,2008,Rowing Women's Quadruple Sculls,1.0,0.0,0.0,1.0
5691,GER,2008,Sailing Mixed Skiff,1.0,0.0,0.0,1.0
5692,GER,2008,"Shooting Men's Rapid-Fire Pistol, 25 metres",1.0,0.0,1.0,2.0
5693,GER,2008,Shooting Women's Skeet,1.0,0.0,0.0,1.0
5694,GER,2008,"Shooting Women's Sporting Pistol, 25 metres",1.0,0.0,0.0,1.0
5695,GER,2008,Swimming Men's 10 kilometres Open Water,1.0,0.0,0.0,1.0
5696,GER,2008,Swimming Women's 100 metres Freestyle,0.0,1.0,0.0,1.0
5697,GER,2008,Swimming Women's 50 metres Freestyle,0.0,1.0,0.0,1.0
5698,GER,2008,Table Tennis Men's Team,0.0,0.0,1.0,1.0
5699,GER,2008,Triathlon Men's Olympic Distance,0.0,1.0,0.0,1.0
5700,GER,2008,Weightlifting Men's Super-Heavyweight,0.0,1.0,0.0,1.0
5701,GER,2008,"Wrestling Men's Heavyweight, Greco-Roman",0.0,0.0,1.0,1.0
5702,GER,2012,Athletics Men's Discus Throw,0.0,1.0,0.0,1.0
