,ID,Team,NOC,Year,Event,Medal
44643,23003,France,FRA,1924,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
44648,23007,Yugoslavia,YUG,1972,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
44650,23009,Hungary,HUN,1900,Athletics Men's Shot Put,
44651,23009,Hungary,HUN,1900,Athletics Men's Discus Throw,
44718,23043,Italy,ITA,1948,Athletics Women's Discus Throw,Silver
44723,23047,Canada,CAN,1952,"Canoeing Men's Kayak Doubles, 1,000 metres",
44727,23051,France,FRA,1900,Equestrianism Mixed Hacks And Hunter Combined,
44739,23055,France,FRA,1924,Gymnastics Men's Team All-Around,Silver
44763,23066,France,FRA,1904,Athletics Men's Marathon,Silver
44764,23066,Chicago Athletic Association,FRA,1904,"Athletics Men's 4 mile, Team",Silver
44795,23085,Italy,ITA,1932,"Fencing Men's epee, Individual",Gold
44797,23085,Italy,ITA,1936,"Fencing Men's epee, Individual",Bronze
44803,23089,Peru,PER,2008,Weightlifting Women's Super-Heavyweight,
44811,23095,Netherlands,NED,1964,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
44812,23096,Netherlands,NED,2012,"Equestrianism Mixed Dressage, Individual",Silver
44813,23096,Netherlands,NED,2012,"Equestrianism Mixed Dressage, Team",Bronze
44829,23109,Great Britain,GBR,1932,"Athletics Men's 1,500 metres",Silver
44842,23114,Great Britain,GBR,1908,Water Polo Men's Water Polo,Gold
44844,23115,Netherlands,NED,1984,Rowing Women's Coxless Pairs,
44845,23115,Netherlands,NED,1984,Rowing Women's Coxed Eights,Bronze
44874,23136,Italy,ITA,1992,Rowing Men's Quadruple Sculls,Bronze
44908,23158,Cuba,CUB,1972,Boxing Men's Welterweight,Gold
44926,23167,Cuba,CUB,2008,Boxing Men's Middleweight,Silver
44944,23178,Spain,ESP,2000,Tennis Men's Doubles,Bronze
44946,23179,United States,USA,1948,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
44968,23190,Italy,ITA,1928,"Cycling Men's Tandem Sprint, 2,000 metres",
44976,23195,United States,USA,1928,Athletics Men's Discus Throw,Bronze
44977,23196,Canada,CAN,1968,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
45033,23224,France,FRA,1996,Rowing Women's Coxless Pairs,Bronze
45051,23233,Germany,GER,1928,Athletics Men's 4 x 100 metres Relay,Silver
45052,23234,Denmark,DEN,1952,"Wrestling Men's Bantamweight, Greco-Roman",
45081,23251,Yugoslavia,YUG,1976,Basketball Men's Basketball,Silver
45082,23251,Yugoslavia,YUG,1980,Basketball Men's Basketball,Gold
45111,23269,Italy,ITA,1956,Boxing Men's Featherweight,
45113,23271,Italy,ITA,1932,Rowing Men's Coxless Fours,Bronze
45244,23334,France,FRA,1900,"Fencing Men's Foil, Individual",Gold
45250,23338,United States,USA,1956,Rowing Men's Double Sculls,Silver
45251,23339,United States,USA,1920,Rowing Men's Double Sculls,Gold
45252,23339,United States,USA,1924,Rowing Men's Double Sculls,Gold
45253,23339,United States,USA,1928,Rowing Men's Double Sculls,Gold
45273,23351,Australia,AUS,1992,Athletics Women's Discus Throw,Bronze
45277,23352,United States,USA,1984,Synchronized Swimming Women's Duet,Gold
45281,23356,Italy,ITA,1920,Gymnastics Men's Individual All-Around,
45301,23366,Canada,CAN,1908,"Wrestling Men's Bantamweight, Freestyle",Bronze
45314,23377,Italy,ITA,1960,"Canoeing Women's Kayak Doubles, 500 metres",
45354,23402,Great Britain,GBR,1912,"Athletics Men's 3,000 metres, Team",Bronze
45356,23402,Great Britain,GBR,1912,"Athletics Men's Cross-Country, Team",Bronze
45374,23409,Great Britain,GBR,2016,Diving Women's Synchronized Platform,
45404,23426,United States,USA,2004,Swimming Women's 100 metres Freestyle,Bronze
45407,23426,United States,USA,2004,Swimming Women's 100 metres Backstroke,Gold
45409,23426,United States,USA,2008,Swimming Women's 100 metres Freestyle,Bronze
45410,23426,United States,USA,2008,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
45412,23426,United States,USA,2008,Swimming Women's 100 metres Backstroke,Gold
45413,23426,United States,USA,2008,Swimming Women's 200 metres Individual Medley,Bronze
45415,23426,United States,USA,2012,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
45438,23447,United States,USA,1924,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",Gold
45445,23450,Canada,CAN,1948,"Art Competitions Mixed Music, Instrumental And Chamber",
45447,23452,Belgium,BEL,1920,"Equestrianism Men's Jumping, Team",Silver
45455,23457,Switzerland,SUI,1920,"Wrestling Men's Light-Heavyweight, Freestyle",Silver
45456,23457,Switzerland,SUI,1924,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
45482,23469,France,FRA,1984,"Wrestling Men's Light-Heavyweight, Greco-Roman",
45491,23474,France,FRA,1964,"Fencing Men's Foil, Team",Bronze
45497,23478,Great Britain,GBR,1912,Swimming Men's 400 metres Breaststroke,Bronze
45499,23480,Canada,CAN,1932,Rowing Men's Coxless Fours,
45503,23482,United States,USA,1956,Athletics Men's 800 metres,Gold
45504,23482,United States,USA,1956,Athletics Men's 4 x 400 metres Relay,Gold
45577,23519,Australia,AUS,2012,Swimming Women's 100 metres Butterfly,Bronze
45578,23519,Australia,AUS,2012,Swimming Women's 200 metres Individual Medley,Silver
45579,23519,Australia,AUS,2012,Swimming Women's 4 x 100 metres Medley Relay,Silver
45584,23522,New Zealand,NZL,1984,Sailing Mixed One Person Dinghy,Gold
45601,23533,Italy,ITA,1984,"Athletics Men's 10,000 metres",Gold
45619,23541,Romania,ROU,1968,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
45620,23541,Romania,ROU,1972,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
45623,23542,Romania,ROU,2000,"Fencing Men's Sabre, Individual",Gold
45626,23542,Romania,ROU,2008,"Fencing Men's Sabre, Individual",Bronze
45628,23544,Great Britain,GBR,2000,Sailing Mixed Two Person Keelboat,Silver
45631,23545,Great Britain-2,GBR,1924,Tennis Women's Doubles,Silver
45641,23549,Zimbabwe,ZIM,2004,Swimming Women's 100 metres Backstroke,Silver
45642,23549,Zimbabwe,ZIM,2004,Swimming Women's 200 metres Backstroke,Gold
45643,23549,Zimbabwe,ZIM,2004,Swimming Women's 200 metres Individual Medley,Bronze
45644,23549,Zimbabwe,ZIM,2008,Swimming Women's 100 metres Backstroke,Silver
45645,23549,Zimbabwe,ZIM,2008,Swimming Women's 200 metres Backstroke,Gold
45646,23549,Zimbabwe,ZIM,2008,Swimming Women's 200 metres Individual Medley,Silver
45647,23549,Zimbabwe,ZIM,2008,Swimming Women's 400 metres Individual Medley,Silver
45654,23551,Belgium,BEL,1912,"Equestrianism Men's Jumping, Team",
45673,23563,Great Britain,GBR,1976,Boxing Men's Bantamweight,Bronze
